id,kode_paket,kode_rup,tahun_anggaran,nama_instansi,satuan_kerja,nama_penyedia,nama_paket,total_nilai,nilai_pdn,sumber_transaksi,sumber_dana,metode_pengadaan,jenis_pengadaan,status_paket,created_at,updated_at
70,899834,34281017,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT.Phapros Tbk,Fitomenadion/ Phytomenadion (vitamin K1) inj 10 mg/mL,64602000,64602000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
71,830534,34279496,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT. SINKO PRIMA ALLOY,LAMPU PERIKSA LED MEL-02,16514000,16514000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
72,2546373,34686132,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV. BINA FAJAR,Rehabilitasi Jaringan Irigasi Singadodap Desa Hutarimbaru Kecamatan Panyabungan Timur,9.749E+7,9.749E+7,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
73,3090373,37842344,2022,KAB. MANDAILING NATAL,DINAS PENDIDIKAN -,cv sinar jaya,Pengadaan Mebel Paud Kecamatan Lingga Bayu,94949000,0,Non Tender,APBDP,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
74,2758373,36033976,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,PT. WINARA JAYA KONSULTAN,Penyusunan Detail Engineering Design (DED) Wisata Batu Bedaun,49916700,49916700,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
75,939891,34281364,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT Jayamas Medica Industri,Safety Syringe With Needle 1ml,5.34E+6,5.34E+6,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
76,3027373,37030964,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,cv. riski nauli,Pembangunan Drainase di Desa Parmompang Kec. Panyabungan Timur,1.9820E+8,1.9820E+8,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
77,2949373,37401467,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV. NABILA,Rehabilitasi Mess Muara Batang Gadis,148903226,148903226,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
78,3068373,37797939,2022,KAB. MANDAILING NATAL,BAGIAN PEREKONOMIAN DAN SUMBER DAYA ALAM SETDAKAB MANDAILING NATAL - 4.01.5.06.0.00.26.0006,cv. bugis nauli,Belanja Bahan - Bahan Lainnya,35964000,35964000,Non Tender,APBDP,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
79,941438,34281364,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT.MEGA PRATAMA MEDICALINDO,Uric Acid Test Strip,57721000,0,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
80,3120373,37951190,2022,KAB. MANDAILING NATAL,DINAS PERPUSTAKAAN DAN KEARSIPAN - 2.23.2.24.0.00.21.0000,CV. KREASI KENANGA,Belanja Modal Bahan Perpustakaan Tercetak,1.9728E+8,1.9728E+8,Non Tender,APBDP,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
81,1280161,35761991,2022,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. SOHO Industri Pharmasi,CURCUMA FORCE,8177400,8177400,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
82,1161926,35761991,2022,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. ETERCON PHARMA,Isosorbid dinitrat inj 1 mg/mL,875000,875000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
83,936315,36028154,2022,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEUBUDAYAAN - 1.01.2.22.0.00.00.0000,PT Sentra Kriya Edukasi,PROLINK DL-7303 Smart 4G LTE Fixed Wi-fi Router,6615000,0,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
84,2503373,34716360,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV. SYAHARANI BERSAUDARA,Pembangunan Jembatan Aek Pulogos Ruas Jalan Kayu Laut - Sirambas,737764000,737764000,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
85,2657373,35573721,2022,KAB. MANDAILING NATAL,DINAS PENDIDIKAN -,CV. MUTIARA MUTIARA ABADI,Pembangunan Ruang UKS Beserta Perabotnya - SD Negeri 386 Manuncang,80265000,80265000,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
86,1825370,36366302,2022,KAB. MANDAILING NATAL,BAGIAN PENGADAAN BARANG DAN JASA SETDAKAB MANDAILING NATAL - 4.01.5.06.0.00.26.0005,CV. KREASI KENANGA,Klip Segi Tiga,112000,112000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
87,2874373,37020941,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV. FERDIAN PUTRA,Pembangunan Jembatan/Plat Beton Huta Siantar - Sigalapang Julu,198499000,198499000,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
88,1295226,35761991,2022,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT Ethica Industri Farmasi,Efedrin/ Ephedrine HCl Inj 50 mg/ml,648600,648600,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
89,2465373,35538579,2022,KAB. MANDAILING NATAL,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.04.0000,CV. TORKIS LUBIS GROUP,Pembangunan Jalan Lingkungan di Desa Sihepeng Sada Kec. Siabu,1.3502E+8,1.3502E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
90,2530373,35538512,2022,KAB. MANDAILING NATAL,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.04.0000,CV. PUTRA BARINGIN GROUP,embangunan Jalan Lingkungan TPU Pidoli Dolok Kec. Panyabungan,1.3417E+8,1.3417E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
91,2164209,37502618,2022,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEUBUDAYAAN - 1.01.2.22.0.00.00.0000,CV.MAJU JAYA,KURSI SISWA SD,881216000,881216000,E-Katalog 5.0,APBDP,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
92,2652373,35573639,2022,KAB. MANDAILING NATAL,DINAS PENDIDIKAN -,CV. TIQA CEMERLANG,Pembangunan Ruang Perpustakaan Beserta Perabotnya (DAK) - SD Negeri 387 Ranto Panjang,199933000,199933000,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
93,2571373,34699497,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,cv. riski nauli,Peningkatan Jalan Ranjo Batu - Silogun,1.9900E+8,1.9900E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
94,741574,34281017,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,P.T. Dexa Medica,Divalproex sodium / Valproat tabet lepas lambat/kaplet lepas lambat 250 mg,1.475E+7,1.475E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
95,1238063,35761991,2022,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT AstraZeneca Indonesia,Ticagrelor/ Tikagrelor tablet/kapsul/kaplet 90 mg,9412480,0,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
96,855953,34279202,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT. Emiindo Jaya Bersama,Blood Pressure Monitor/ Tensimeter Digital Powerbank Plus  Adaptor,3620400,3620400,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
97,1119748,35761991,2022,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,P.T. Dexa Medica,Risperidone/ Risperidon tablet/kapsul/kaplet 2 mg,1.23E+6,1.23E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
98,2164562,37502830,2022,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEUBUDAYAAN - 1.01.2.22.0.00.00.0000,CV.MAJU JAYA,LEMARI ARSIP/RAK 1,1.0741E+8,1.0741E+8,E-Katalog 5.0,APBDP,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
99,2470373,35538574,2022,KAB. MANDAILING NATAL,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.04.0000,CV. TORKIS LUBIS GROUP,Pembangunan Jalan Lingkungan di Desa Lancat Kec. Lingga Bayu,1.3470E+8,1.3470E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
100,1825370,36366302,2022,KAB. MANDAILING NATAL,BAGIAN PENGADAAN BARANG DAN JASA SETDAKAB MANDAILING NATAL - 4.01.5.06.0.00.26.0005,CV. KREASI KENANGA,Buku Expedisi Surat,46200,46200,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
101,3101373,37502658,2022,KAB. MANDAILING NATAL,DINAS PENDIDIKAN -,CV. RENDER CONSULTANT,Belanja Jasa Konsultan Pengawasan dan Perencanaan Bidang PAUD APBDP,24975000,24975000,Non Tender,APBDP,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
102,2584373,35572821,2022,KAB. MANDAILING NATAL,DINAS PENDIDIKAN -,CV. RENDER CONSULTANT,Belanja Jasa Konsultan Pengawasan Kegiatan Fisik PAUD,49964000,49964000,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
103,2497373,35685653,2022,KAB. MANDAILING NATAL,BADAN PENANGGULANGAN BENCANA DAERAH - 1.05.0.00.0.00.06.0000,PT. MARGA BHUANA JAYA CONSULTANT,BELANJA JASA KONSULTANSI KONSTRUKSI,7.486E+7,7.486E+7,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Non Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
104,1585692,35761991,2022,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,P.T. Dexa Medica,Human tetanus imunoglobulin inj 250 IU (i.m.),1.468E+7,0,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
105,2924373,37021029,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV. ASTRY TRY PUTRA,Penggantian Jembatan Lubuk Samboa Kec. Batang Natal,1.9900E+8,1.9900E+8,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
106,2627373,35538370,2022,KAB. MANDAILING NATAL,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.04.0000,cv.hosmap,Konsultan Penyusunan Rencana Tapak (Site Plan) dan Detail Engineering Design (DED) Peremajaan / Pemugaran Permukiman Kumuh,184704000,184704000,Tender,APBD,Seleksi,Jasa Konsultansi Badan Usaha Non Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
107,708714,35761991,2022,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Phapros Tbk,Fitomenadion/ Phytomenadione/ Phytomenadion (Vitamin K1) injeksi 2 mg/ml (i.m.),217800,217800,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
108,696548,34281017,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT.Imfarmind Farmasi Industri,Salbutamol sulfate/ Salbutamol sir 2 mg/5 mL,20345000,20345000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
109,941438,34281364,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT.MEGA PRATAMA MEDICALINDO,Blood Glucose Test Strip,91631000,0,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
110,857824,36028154,2022,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEUBUDAYAAN - 1.01.2.22.0.00.00.0000,CV. NEGERI PERTIWI JAYA,CB311_9HT Celeron N4020 4G 32G UMA WiFi ChromeOS + Chrome EDU Upgrade 11.6inch Touch Garansi 1/1/0 (P/L/O) (Hanya berfungsi optimal jika ada jaringan internet),2.63925E+9,2.63925E+9,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
111,1295482,35591702,2022,KAB. MANDAILING NATAL,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL - 2.12.0.00.0.00.13.0000,Mitra Tech Sejahtera,Ribbon Color YMCKO R5FP00308,1.9926E+8,0,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
112,2820373,34687194,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,cv. winda utama,Rehabilitasi Bendungan Saba Bolak Desa Manisak Kec. Ranto Baek,1.4736E+8,1.4736E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
113,708714,35761991,2022,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Phapros Tbk,Aminofilin/Aminophylline inj 24 mg/ml,194688,194688,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
114,2520373,35538541,2022,KAB. MANDAILING NATAL,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.04.0000,CV. PARADISE PARK,Pembangunan Jalan Lingkungan di Desa Tabuyung Wilayah Takana Juo Kec. Muara Batang Gadis,1.4680E+8,1.4680E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
115,2447373,34422851,2022,KAB. MANDAILING NATAL,BADAN PENGELOLAAN KEUANGAN PENDAPATAN DAN ASET DAERAH -,CV. KREASI KENANGA,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,194805000,0,Non Tender,APBD,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
116,707948,35761991,2022,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,P.T. Dexa Medica,Kandesartan/ Candesartan/ Candesartan Cilexetil tablet/kapsul/kaplet 8 mg,1272000,1272000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
117,1825370,36366302,2022,KAB. MANDAILING NATAL,BAGIAN PENGADAAN BARANG DAN JASA SETDAKAB MANDAILING NATAL - 4.01.5.06.0.00.26.0005,CV. KREASI KENANGA,Penghapus Papan Tulis Whiteboard,10500,10500,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
118,704084,34281017,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT.Phapros Tbk,Dexamethason Sodium Phosphate/ Deksamethason/ Deksametason injeksi 5 mg/mL,4.840E+7,4.840E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
119,3080373,37048328,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,PT. MARGA BHUANA JAYA CONSULTANT,Konsultansi SID (Survey Investigasi Desain) dan DED (Detail Engineering Design) Irigasi Desa Hutarimbaru Kec. Kotanopan,9.900E+7,9.900E+7,Non Tender,APBDP,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
120,2548373,34696809,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV.Tunjung Biru,Pembangunan Baru SPAM Jaringan Perpipaan Desa Sukaramai,438300327,438300327,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
121,1139816,34279997,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT. TESENA INOVINDO,Tesena Infant Warmer,1.6932E+8,1.6932E+8,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
122,3041373,37048698,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV. RADEN SALEH,Rehabilitasi Jaringan Irigasi Bondar Saba Bariba Desa Alahankae Kecamatan Ulu Pungkut,9.850E+7,9.850E+7,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
123,3077373,37401927,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV. RENDER CONSULTANT,Penyusunan Detail Engineering Design (DED) Kantor Camat Kotanopan,99733500,99733500,Non Tender,APBDP,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
124,908261,34279202,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT. SINKO PRIMA ALLOY,DIGITAL SCALE / TIMBANGAN DIGITAL BMI + BODY FAT DIGIT-PRO BMI + BODY FAT,2184000,2184000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
125,3015373,37533935,2022,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,CV. RAFLI AKBAR,Belanja Bibit Padi Untuk Wilayah Mandailing Jae,198829500,198829500,Non Tender,APBDP,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
126,2750373,35538417,2022,KAB. MANDAILING NATAL,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.04.0000,CV. EMESI NATAMA CONSULTANT,Penyusunan Data Capaian Jalan Lingkungan,99567000,99567000,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Non Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
127,671244,34281017,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT. BIO FARMA,Serum anti bisa ular A.B.U. I inj (i.m./i.v),25856600,25856600,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
128,2902373,37046086,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV. BILLINDO ENGINEERING CONSULTANT,Konsultan Perencanaan Kegiatan Pengelolaan dan Pengembangan Sistem air Limbah PAPBD 2022,1.800E+7,1.800E+7,Non Tender,APBDP,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
129,717620,35761991,2022,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT Jayamas Medica Industri,U-Pad 60cm x 60cm,2299000,2299000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
130,2619373,36185217,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT. Rajawali Nusindo Cabang Pematang Siantar,Belanja Obat-Obatan-Obat,199820369,0,Non Tender,APBD,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
131,2800373,35574091,2022,KAB. MANDAILING NATAL,DINAS PENDIDIKAN -,CV. GORDANG SAMBILAN MANDAILING,Pembangunan Ruang Kelas Baru - SD Negeri 398 Aek Bulangge,194248000,194248000,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
132,671905,34281017,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT. Hexpharm Jaya Laboratories,Simvastatin tablet/kapsul/kaplet/tablet salut selaput/kaplet salut selaput 10 mg,1.360E+7,1.360E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
133,938936,34281364,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT. Safelock Medical,Nasal Cannula Anak,10599052,10599052,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
134,2263530,35761991,2022,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT Yarindo Farmatama,Isosorbid Dinitrat/ Isosorbide dinitrate tablet/kaplet 5 mg,8.8E+5,8.8E+5,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
135,2479373,35538414,2022,KAB. MANDAILING NATAL,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.04.0000,cv. bugis nauli,Pembangunan Jalan Lingkungan Desa Sopo Sorik Kec. Kotanopan,1.3470E+8,1.3470E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
136,2815373,35573702,2022,KAB. MANDAILING NATAL,DINAS PENDIDIKAN -,CV.LANGGA SARI,Pembangunan Ruang Kelas Baru - SD Negeri 099 Proyek Batang Gadis,194289000,194289000,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
137,2991373,37048555,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV. KENZO MAHAGANI,Rehabilitasi Jaringan Irigasi Desa Roburan Lombang Kecamatan Panyabungan Selatan,9.820E+7,9.820E+7,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.330072,2026-06-14 09:36:34.330072
