id,kode_paket,kode_rup,tahun_anggaran,nama_instansi,satuan_kerja,nama_penyedia,nama_paket,total_nilai,nilai_pdn,sumber_transaksi,sumber_dana,metode_pengadaan,jenis_pengadaan,status_paket,created_at,updated_at
2653,3044373,50634587,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,PINANG BUNTAR,] PEMBANGUNAN RUANG TATA USAHA BESERTA PERABOTNYA (DAK) SMP N 3 LINGGABAYU SATU ATAP,237105588,237105588,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2654,9998265,52150747,2024,KAB. MANDAILING NATAL,DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA - 2.14.0.00.0.00.13.0000,CV. VIRGO WIRA PERKASA,IdeaPad Slim 3 14IAH8 ( Core i5-12450H/16GB RAM/1TB SSD ),2.5650E+8,0,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2655,3828373,50377339,2024,KAB. MANDAILING NATAL,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.28.0000,CV. KREATIFITAS CEMERLANG,Belanja Cetak dan Penggandaan - Cetak Spanduk/Banner,73426500,73426500,Non Tender,APBD,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2656,10101056,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,NOVAPHARIN,Simvastatin tablet/kapsul/kaplet 10 mg,1.008E+7,1.008E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2657,10092320,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,P.T. Dexa Medica,Risperidone/ Risperidon tablet/kapsul/kaplet 2 mg,4.20E+6,4.20E+6,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2658,8941316,49523772,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,DEMBAN SIMPAR JAYA,Laston Lapis Aus (AC-WC),2732101000,2732101000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2659,2995373,50635864,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,CV. SINGOLOT MANIKAM PERSADA,PEMBANGUNAN RUANG KELAS BARU BESERTA PERABOTNYA (DAK) SD NEGERI 289 LANCAT,447842723,447842723,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2660,3827373,51411545,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. MARGA BHUANA JAYA CONSULTANT,Perencanaan pembangunan Gudang pada RSUD Panyabungan di Panatapan,2.470E+7,2.470E+7,Non Tender,BLUD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2661,9974996,52150713,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,CV. KREATIFITAS CEMERLANG,PUZZLE KAYU 3D,3.25E+6,3.25E+6,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2662,9363952,50634942,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,PT. Trisolah Suvarna Indonesia,Connector type C ke HDMI & VGA,197500,197500,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2663,10401037,51322684,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Elsyahfi Calibratech Mandiri,Infant Warmer / Radiant Warmer,2816000,2816000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2664,10069801,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Mersifarma Tirmaku Mercusana,Parasetamol tab 500 mg,1.01E+6,1.01E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2665,10456871,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.TOP POINT MEDICAL,TP Disposable Syringe 3 ML with Needle,23112000,23112000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2666,11218016,53529595,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Elsyahfi Calibratech Mandiri,ENT Treatment,399000,399000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2667,9367884,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. NOVELL PHARMACEUTICAL LABORATORIES,Thiamazole/ Tiamazol tablet salut selaput 10 mg,4.44E+6,4.44E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2668,11218016,53529595,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Elsyahfi Calibratech Mandiri,JASA PENGUJIAN DAN/ATAU KALIBRASI SPHYGMOMANOMETER NON-OTOMATIS / TENSIMETER ANEROID - ANAK DAN DEWASA,2951000,2951000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2669,9517088,51354258,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH DR. HUSNI THAMRIN - 1.02.0.00.0.00.02.0002,PT . BUMI INDAH PUTRA,INFANT INCUBATOR BICB-103-WGS (Gold),3.7600E+8,3.7600E+8,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2670,4079373,51712559,2024,KAB. MANDAILING NATAL,DINAS PERHUBUNGAN - 2.15.0.00.0.00.14.0000,CV. AULIA RIZKI PRATAMA,Penataan Penerangan Jalan di Jembatan Pasar Kotanopan,54301200,0,Non Tender,APBD,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2671,4036373,50635359,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,CV. BANGKIT BERSAMA GROUP,PEMBANGUNAN RUANG UKS BESERTA PERABOTNYA (DAK) SD NEGERI 129 HUTARIMBARU,151499996,151499996,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2672,9335687,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,P.T. Dexa Medica,Valsartan tablet/kapsul/kaplet 80 mg,2592000,2592000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2673,3880373,49587925,2024,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.22.0000,CV. HANAYA KARYA PERSADA,Pembangunan/Rehabilitasi Jalan Usaha Tani/Jalan Produksi Desa Manyabar Kec. Panyabungan,101355000,101355000,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2674,8976735,49523770,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,PT. DALIHAN NATOLU GROUP,Gorong gorong pipa beton bertulang diameter 80 cm,91575000,91575000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2675,3816373,49604329,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,MHD AL ANSYARI NASUTION,Konsultan Pengawasan Pembangunan Baru SPAM Jaringan Perpipaan di Desa Mompang Julu Kec. Panyabungan Utara,99511500,99511500,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Perorangan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2676,11218016,53529595,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Elsyahfi Calibratech Mandiri,JASA KALIBRASI DAN PENGUJIAN ALAT KESEHATAN SCALER,324000,324000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2677,9402635,51752206,2024,KAB. MANDAILING NATAL,DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK - 1.06.2.08.0.00.07.0000,KENANGA MULTI TRADE,SAJADAH SHOLAT DEWASA,9.150E+7,9.150E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2678,2999373,50635059,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,Bejana Utama,PEMBANGUNAN RUANG PERPUSTAKAAN BESERTA PERABOTNYA (DAK) SD NEGERI 288 SIMPANGBAJOLE,251089258,251089258,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2679,10024318,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Imfarmind Farmasi Industri,Kalsium Laktat/ Calcium lactate (Kalk) tablet/kapsul/kaplet 500 mg,1.060E+7,1.060E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2680,4108373,51411574,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,CV. EFOD DESIGN CONSULTANT,Pembuatan DED Pembangunan Gapura pada RSUD Panyabungan di Panatapan,24919500,24919500,Non Tender,BLUD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2681,10100393,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Bernofarm,Salbutamol sulfate/ Salbutamol tablet/kapsul/kaplet 2 mg,1.870E+7,1.870E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2682,10081614,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. Holi Pharma,Pirantel pamoat/ Pyrantel Pamoate tablet/kapsul/kaplet 125 mg,2.08E+6,2.08E+6,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2683,9641608,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Bernofarm,Gentamicin Sulfate Injeksi,2.9E+5,2.9E+5,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2684,9098725,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,P.T. Dexa Medica,Ondansetron hydrochloride (HCl)/ Ondansetron HCl dihydrate /Ondansetron tablet/kapsul/kaplet 4 mg,426000,426000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2685,9998265,52150747,2024,KAB. MANDAILING NATAL,DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA - 2.14.0.00.0.00.13.0000,CV. VIRGO WIRA PERKASA,EcoTank L6290 A4 Wi-Fi Duplex All-in-One Ink Tank Printer with ADF,5.184E+7,0,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2686,9423294,51322684,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. ANDINI SARANA,Dental Chairmounted Unit - FORTUNA (with Compresor),2.1050E+8,2.1050E+8,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2687,8978133,49523782,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,PT. GASHABAT SUKSES MANDIRI,LAPIS PONDASI AGREGAT KELAS B,89437000,89437000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2688,10880143,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,P.T. Dexa Medica,Gabapentin kaps 300 mg,1953000,1953000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2689,8978133,49523782,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,PT. GASHABAT SUKSES MANDIRI,LAPIS PEREKAT-ASPAL CAIR/EMULSI,14750400,14750400,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2690,9298521,51459106,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Djembatan Dua,STARDEC DecaFix 10 CM X 5 M,4.65E+6,4.65E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2691,10761387,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Mersifarma Tirmaku Mercusana,Parasetamol tab 500 mg,2.02E+6,2.02E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2692,3857373,49526152,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,CV. Penus Graphindo Consultant,Konsultansi Perencanaan Kegiatan Pengembangan Dan Pengelolaan Sistem Irigasi Primer dan Sekunder Pada Daerah Irigasi yang Luasnya Di Bawah 1000 Ha Dalam 1 (Satu) Daerah Kabupaten,99733500,99733500,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2693,9376013,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.TOP POINT MEDICAL,TP Disposable Syringe with Needle 10 ml,2722000,2722000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2694,9271284,50635754,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,PT. Trisolah Suvarna Indonesia,DWR-M960,4.400E+7,0,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2695,8977494,49523783,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,PT. GASHABAT SUKSES MANDIRI,PASANGAN BATU DENGAN MORTAR,95141400,95141400,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2696,9579302,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. TRIFA RAYA LABORATORIES,AMLODIPINE 10 MG,2.500E+7,2.500E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2697,10024650,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. Kimia Farma Tbk,Diazepam tab 2 mg,6.50E+6,6.50E+6,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2698,11049722,51459104,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,Andreas Karya Terbesar,DIAFLUID ACID,28971000,28971000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2699,2974373,51606274,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH DR. HUSNI THAMRIN - 1.02.0.00.0.00.02.0002,CV. MANGUN CITRA BERSAMA,Pembangunan Gedung Ruang Farmasi,3399829506,3399829506,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2700,4026373,50635343,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,CV. ANUGRAH ALAM MANDIRI,PEMBANGUNAN RUANG UKS BESERTA PERABOTNYA (DAK) SD NEGERI 004 SIHEPENG,1.5147E+8,1.5147E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2701,9958133,51459105,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT INTERSKALA MEDIKA INDONESIA,Typhoid IgG/IgM Rapid Test,15587100,15587100,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2702,10018827000,50451207,2024,KAB. MANDAILING NATAL,SEKRETARIAT DPRD - 4.02.0.00.0.00.25.0000,TOBINK FAMILY GROUP,Biaya Pengadaan Pakaian Dinas Pimpinan dan Anggota DPRD Pakaian Sipil Resmi,79476000,0,Non Tender,APBD,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2703,8916096,51084107,2024,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.22.0000,CV.RIZKI KARYA,BIBIT - BENIH JAGUNG,197925000,197925000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2704,10898444,51356107,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT Jayamas Medica Industri,Larutan Giemsa,8676914,8676914,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2705,4077373,51706752,2024,KAB. MANDAILING NATAL,DINAS PERHUBUNGAN - 2.15.0.00.0.00.14.0000,CV. FAMILY ARTA GRAHA MANDIRI,Pemasangan Lampu Penerangan Jalan Umum (LPJU) Konvensional di Ruas Jalan Sibaroar - Lintas Barat - Kol. H.M Nurdin,94114680,0,Non Tender,APBD,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2706,9272000,50634782,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,PT. Trisolah Suvarna Indonesia,Jurnal Chromebook Charging 20 Unit Cart,3.5100E+8,3.5100E+8,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2707,8946540,49523780,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,PT. RONA NAMORA,Bahan anti pengelupasan,29719000,29719000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2708,10069925,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. COMBINED IMPERIAL PHARMACEUTICALS,Permetrin /Permethrin 10 Gr,4.662E+7,4.662E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2709,9367262,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT Pratapa Nirmala,Isosorbid dinitrat / Isosorbide Dinitrate inj 1 mg/mL,320510,320510,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2710,2956373,49604334,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,CV. PARADISE PARK,Pembangunan Baru SPAM Jaringan Perpipaan di Desa Mompang Julu Kec. Panyabungan Utara,2920920142,2920920142,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2711,3838373,50635811,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,CV. RAJAWALI ENGINEERING CONSULTANT,JASA KONSULTAN PERENCANAAN REHABILITASI RUANG KELAS,39904500,39904500,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2712,3901373,49936933,2024,KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,CIPTA KARYA NUSANTARA,Pembangunan Jalan Lingkungan di Pesantren Darul Ikhlas Dalan Lidang,99646667,99646667,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2713,9335687,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,P.T. Dexa Medica,Gelafusal - Pengganti plasma golongan gelatin inf,3.53E+6,0,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2714,9572632,51354252,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH DR. HUSNI THAMRIN - 1.02.0.00.0.00.02.0002,PT. MIMAR CITRA ABADI,Sectio Caesarian Set IV,6.337E+7,6.337E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2715,9579302,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. TRIFA RAYA LABORATORIES,ANTASIDA DOEN,9.545E+7,9.545E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2716,4095373,51990742,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,cv sinar jaya,Belanja Bahan-Bahan Bangunan dan Konstruksi-Lanjutan Pematangan Lahan Pusk Gunung Tua,190848000,190848000,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
