nama_paket;pagu;jenis;tahun;kategori;metode;bulan;lokasi;instansi;nomor_id
Belanja Modal Lemari dan Arsip Pejabat;53894050;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;RUMAH SAKIT UMUM DAERAH dr. HUSNI THAMRIN;59387234
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;18865500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;RUMAH SAKIT UMUM DAERAH dr. HUSNI THAMRIN;59387206
Belanja Kawat Faksimili Internet TV Berlangganan;18453600;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;January 2025;Mandailing Natal;RUMAH SAKIT UMUM DAERAH dr. HUSNI THAMRIN;59387366
Belanja Makanan dan Minuman Rapat;2380000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;RUMAH SAKIT UMUM DAERAH dr. HUSNI THAMRIN;59387180
Belanja Modal Alat Kedokteran Umum;975300000;Barang;2025;Usaha Kecil Koperasi;E Purchasing;April 2025;Mandailing Natal;RUMAH SAKIT UMUM DAERAH PANYABUNGAN;59433799
Belanja Modal Alat Kedokteran Umum;686151840;Barang;2025;Usaha Kecil Koperasi;E Purchasing;April 2025;Mandailing Natal;RUMAH SAKIT UMUM DAERAH PANYABUNGAN;59433237
Belanja Peralatan dan Mesin Alat Kantor dan Rumah Tangga Alat Rumah Tangga Alat Rumah Tangga Lainnya  Home Use ;133903250;Barang;2025;Usaha Kecil Koperasi;E Purchasing;November 2025;Mandailing Natal;SEKRETARIAT DPRD;61720599
Belanja Barang Untuk Dijual Diserahkan Kepada Masyarakat PENGADAAN MAKANAN TAMBAHAN UNTUK PERBAIKAN GIZI MASYARAKAT;244435000;Barang;2025;Usaha Kecil Koperasi;E Purchasing;November 2025;Mandailing Natal;DINAS KESEHATAN;61713534
Belanja Pengadaan BKB Kit Stunting  DAK BOKB ;130000000;Barang;2025;Usaha Kecil Koperasi;E Purchasing;October 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;61248697
Belanja Modal Kursi Kerja Pejabat;1031574300;Barang;2025;Usaha Kecil Koperasi;E Purchasing;November 2025;Mandailing Natal;SEKRETARIAT DPRD;61568054
Belanja Pemeliharaan Alat Kantor dan Rumah Tangga Alat Kantor Alat Kantor Lainnya;3000000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN BUKIT MALINTANG;57181757
Rehab Interior Ruang Kerja Wakil Bupati;100000000;Pekerjaan Konstruksi;2025;Usaha Kecil Koperasi;Pengadaan Langsung;November 2025;Mandailing Natal;BAGIAN UMUM;61723955
Rehab Dan Pengecatan Di Lingkungan Rumah Dinas Bupati;400000000;Pekerjaan Konstruksi;2025;Usaha Kecil Koperasi;Pengadaan Langsung;November 2025;Mandailing Natal;BAGIAN UMUM;61724071
Belanja Modal Mebel;64273500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BAGIAN UMUM;57724896
Belanja Modal Alat Pemeliharaan Tanaman Ikan Ternak;3213750;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BAGIAN UMUM;57724894
Belanja Sewa Peralatan Umum;4750000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;57697082
Belanja Sewa Bangunan Terbuka;1600000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;57697084
Belanja Makanan dan Minuman Rapat;10400000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN PAKANTAN;57163788
Belanja Peralatan dan Mesin Alat Kantor dan Rumah Tangga Alat Kantor Alat Kantor Lainnya;2142500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN PAKANTAN;57164530
Belanja Natura dan Pakan Natura;1296750;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN PAKANTAN;57163789
Belanja Peralatan dan Mesin Alat Kantor dan Rumah Tangga Alat Kantor Alat Kantor Lainnya;4111050;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN PUNCAK SORIK MARAPI;57159634
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;3545250;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN SIABU;57178253
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;591150;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KELURAHAN PASAR MUARASIPONGI;57379970
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;455400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KELURAHAN PASAR MUARASIPONGI;57379965
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;437500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN MUARASIPONGI;57378695
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;2053200;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN MUARASIPONGI;57379171
Belanja Makanan dan Minuman Rapat;3450000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN MUARASIPONGI;57379117
Belanja Alat Bahan untuk Kegiatan Kantor Perlengkapan Dinas;23167000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PARIWISATA;57176766
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;41036650;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PARIWISATA;57176907
Pasangan MCK Uk. 1,5 M X 1,5 M;189259080;Pekerjaan Konstruksi;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PARIWISATA;57176693
Belanja Barang untuk Dijual Diserahkan kepada Masyarakat;13925950;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KELURAHAN TAMIANG;57218207
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;2390600;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU;57215779
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;19997550;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN SIABU;57178440
Belanja Natura dan Pakan Natura;14921100;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU;57216248
Belanja Modal Barang Kerajinan;10971000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU;57218137
Belanja Sewa Hotel;1600000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU;57216690
Belanja Pakaian Batik Tradisional;20000000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU;57219228
Belanja Alat Bahan untuk Kegiatan Kantor Perlengkapan Dinas;1441450;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU;57219227
Belanja Sewa Bangunan Gedung Tempat Pertemuan;22000000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57211073
Belanja Makanan dan Minuman Rapat;27600000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57206435
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;4883002;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57211632
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;10780500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57207353
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;8076700;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57207555
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;14923900;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN HUTABARGOT;57294079
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;1598500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57207170
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;2282650;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57207076
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;2976500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57212766
Belanja Makanan dan Minuman Rapat;17940000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57207084
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;1855800;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57207217
Belanja Makanan dan Minuman Rapat;58725000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57211072
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;200000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57211219
Belanja Makanan dan Minuman Rapat;10920000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57205814
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;930500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57211070
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;5281150;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57211774
Belanja Kawat Faksimili Internet TV Berlangganan;7884800;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN HUTABARGOT;57294069
Belanja Kawat Faksimili Internet TV Berlangganan;50978400;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57212854
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;467600;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PERENCANAAN PEMBANGUNAN RISET DAN INOVASI DAERAH;57212767
Belanja Pemeliharaan Alat Kantor dan Rumah Tangga Alat Kantor Alat Kantor Lainnya;5360000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN PEREKONOMIAN DAN SUMBER DAYA ALAM;56973731
Belanja Makanan dan Minuman Rapat;2550000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN PEREKONOMIAN DAN SUMBER DAYA ALAM;56973781
Belanja Sewa Hotel;1200000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN KESATUAN BANGSA DAN POLITIK;55695391
Belanja Natura dan Pakan Natura;464000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN KESATUAN BANGSA DAN POLITIK;55695398
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;723500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN KESATUAN BANGSA DAN POLITIK;55695449
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;4768800;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN KESATUAN BANGSA DAN POLITIK;55695737
Belanja Sewa Alat Kantor Lainnya;3000000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN KESATUAN BANGSA DAN POLITIK;55919188
Belanja Alat Bahan untuk Kegiatan Kantor Alat Listrik;3495800;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KOMUNIKASI DAN INFORMATIKA;56289675
Belanja Modal Peralatan Personal Computer;6424300;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN HUTABARGOT;57294091
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;40774950;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PERHUBUNGAN;56742594
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;8262000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PERHUBUNGAN;56742465
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;3886150;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PERHUBUNGAN;56742073
Belanja Modal Alat Pengolahan Tanah dan Tanaman;6210000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PERHUBUNGAN;56746599
Belanja Makanan dan Minuman Rapat;8961000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PERHUBUNGAN;56746518
Belanja Modal Alat Bengkel Tak Bermesin Lainnya;1552500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PERHUBUNGAN;56746603
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;11199500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN LEMBAH SORIK MARAPI;56745595
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;4880250;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KELURAHAN PASAR MAGA;56747062
Belanja Modal Mebel;30127850;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KELURAHAN PASAR MAGA;56746944
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;1681500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN RANTO BAEK;56621434
Belanja Makanan dan Minuman Rapat;27560000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN MUARA BATANG GADIS;56938188
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;1971700;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN HUTABARGOT;57294063
Belanja Makanan dan Minuman Rapat;4140000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN RANTO BAEK;56621496
Belanja Makanan dan Minuman Rapat;4177000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN RANTO BAEK;56621590
Belanja Makanan dan Minuman Rapat;5200000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN RANTO BAEK;56621436
Belanja Suku Cadang Suku Cadang Alat Angkutan;6668600;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN RANTO BAEK;56621486
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;7927750;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN RANTO BAEK;56621604
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;719500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN RANTO BAEK;56621453
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;437500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN RANTO BAEK;56621452
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;3500000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56891606
Belanja Alat Bahan untuk Kegiatan Kantor Perlengkapan Dinas;40502000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56891076
Belanja Natura dan Pakan Natura;403750;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56891609
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;12799100;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN HUTABARGOT;57294047
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;3689400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56891411
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;7396450;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56891925
Belanja Natura dan Pakan Natura;11238500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56892229
Belanja Natura dan Pakan Natura;864500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56889311
Belanja Modal Kursi Tamu di Ruangan Pejabat;15056000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56888412
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;20104100;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56888259
Belanja Suku Cadang Suku Cadang Alat Angkutan;5570400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56888999
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;4000000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN MUARA BATANG GADIS;56938615
Belanja Bahan Bahan Bakar dan Pelumas;51477900;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN MUARA BATANG GADIS;56938456
Belanja Jasa Tenaga Perhubungan;12500000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN MUARA BATANG GADIS;56938370
Belanja Pakaian Batik Tradisional;8000000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN HUTABARGOT;57293997
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;78700850;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PERIKANAN;56894779
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;5772550;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PERIKANAN;56896165
Belanja Bahan Bahan Kimia;4133500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PERIKANAN;56895693
Belanja Bahan Bahan Bangunan dan Konstruksi;12626800;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PERIKANAN;56895960
Belanja Modal Alat Kantor Lainnya;32960650;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56660090
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;1242500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56661982
Belanja Natura dan Pakan Natura;3410250;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56661986
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;3500000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56661983
Belanja Makanan dan Minuman Rapat;4576000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56660526
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;14227600;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56659461
Belanja Sewa Alat Musik;1000000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN HUTABARGOT;57294098
Belanja Makanan dan Minuman Rapat;14350000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56660959
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;12087500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56660956
Belanja Natura dan Pakan Natura;580000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN NAGA JUANG;56900302
Belanja Pakaian Batik Tradisional;16000000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN NAGA JUANG;56900241
Belanja Sewa Alat Musik;2000000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN NAGA JUANG;56900301
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;175000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KETAHANAN PANGAN;56203407
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;844600;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN ULU PUNGKUT;56953925
Belanja Modal Personal Computer;26572100;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KELURAHAN HUTAGODANG;56955135
Belanja Modal Alat Rumah Tangga Lainnya  Home Use ;5175000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KELURAHAN HUTAGODANG;56955132
Belanja Alat Bahan untuk Kegiatan Kantor Alat Listrik;1486500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN PENGADAAN BARANG DAN JASA;56973625
Belanja Jasa Tenaga Ahli;100000000;Jasa Konsultansi;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS KESEHATAN;57327827
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;1498200;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN ADMINISTRASI PEMBANGUNAN;56972323
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;5298550;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN ADMINISTRASI PEMBANGUNAN;56972297
Belanja Kawat Faksimili Internet TV Berlangganan;11985600;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;February 2025;Mandailing Natal;BAGIAN ADMINISTRASI PEMBANGUNAN;56972277
Belanja Sewa Bangunan Gedung Tempat Pertemuan;7000000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN ADMINISTRASI PEMBANGUNAN;56972327
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;2155450;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN ORGANISASI;56973849
Belanja Makanan dan Minuman Rapat;7100000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN ORGANISASI;56973893
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;361300;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN ORGANISASI;56973839
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;2467650;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN PERENCANAAN DAN KEUANGAN;56974344
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;14639950;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN PERENCANAAN DAN KEUANGAN;56974367
