nama_paket;pagu;jenis;tahun;kategori;metode;bulan;lokasi;instansi;nomor_id
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;26232850;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN UMUM;56974214
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;15886050;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;56944713
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;62801850;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN UMUM;56974184
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;130000000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN UMUM;56974181
Belanja Makanan dan Minuman Rapat;2080000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;56940466
Belanja Makanan dan Minuman Rapat;9340000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;56939453
Belanja Alat Bahan untuk Kegiatan Kantor Perlengkapan Dinas;11825000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;56939451
Belanja Makanan dan Minuman Rapat;9360000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;56929821
Belanja Bahan Bahan Bangunan dan Konstruksi;5220000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;56929817
Belanja Modal Alat Kantor Lainnya;2410600;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;56938632
Belanja Natura dan Pakan Natura;323000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;56938979
Belanja Makanan dan Minuman Rapat;7140000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN TATA PEMERINTAHAN;56972460
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;26208000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;56943757
Belanja Barang untuk Dijual Diserahkan kepada Masyarakat;227494350;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;56972601
Belanja Makanan dan Minuman Rapat;665425000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;56972603
Belanja Pemeliharaan Alat Bengkel dan Alat Ukur Alat Bengkel Bermesin Perkakas Bengkel Listrik;10800000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;56972607
Belanja Modal Alat Rumah Tangga Lainnya  Home Use ;4499250;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;57020516
Perencanaan Kegiatan Dinas Lingkungan Hidup Tahun 2025;50000000;Jasa Konsultansi;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;57020514
Belanja Jasa Tenaga Kesehatan;30000000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56902208
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;1551900;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56957540
Belanja Modal Kursi Tamu di Ruangan Pejabat;3342432;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56958954
Belanja Peralatan dan Mesin Komputer Komputer Unit Komputer Unit Lainnya;35671793;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56956771
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;2751200;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56944803
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;548300;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;56944527
Belanja Makanan dan Minuman Rapat;26000000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56944914
Belanja Makanan dan Minuman Rapat;13884000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56885311
Belanja Makanan dan Minuman Rapat;36589000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56907945
Belanja Jasa Iklan Reklame, Film, dan Pemotretan;2500000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56907943
Belanja Natura dan Pakan Natura;870000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56907947
Belanja Makanan dan Minuman Rapat;8127000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908048
Belanja Peralatan dan Mesin Alat Kantor dan Rumah Tangga Alat Kantor Alat Kantor Lainnya;31557500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908136
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;852100;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908047
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;4600400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908159
Belanja Natura dan Pakan Natura;1740000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908138
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;29992950;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;56944926
Belanja Barang untuk Dijual Diserahkan kepada Masyarakat;120695000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908340
Belanja Natura dan Pakan Natura;12760550;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908308
Belanja Makanan dan Minuman Rapat;15300000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908527
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;12966500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908528
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;26712200;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56909115
Belanja Pemeliharaan Alat Kantor dan Rumah Tangga Alat Kantor Alat Kantor Lainnya;15000000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56909203
Belanja Peralatan dan Mesin Alat Kantor dan Rumah Tangga Alat Rumah Tangga Alat Rumah Tangga Lainnya  Home Use ;8720300;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56909050
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;1050000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908836
Belanja Kawat Faksimili Internet TV Berlangganan;36458400;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908981
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;610000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56909035
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;22404100;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;56944897
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;400000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908715
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;84368200;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908599
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;612500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908897
Belanja Pemeliharaan Alat Angkutan Alat Angkutan Darat Bermotor Kendaraan Dinas Bermotor Perorangan;297240000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56909219
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;25000000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908995
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;939650;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908955
Belanja Jasa Tenaga Informasi dan Teknologi;9000000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56909045
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;5938400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908717
Belanja Pemeliharaan Alat Angkutan Alat Angkutan Darat Bermotor Kendaraan Bermotor Penumpang;75000000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;56971915
Belanja Makanan dan Minuman Rapat;49500000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;56972081
Belanja Natura dan Pakan Natura;1377000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN MUARA BATANG GADIS;56938847
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;1435700;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;56944752
Belanja Kawat Faksimili Internet TV Berlangganan;44910000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;February 2025;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;56971944
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;4153000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN PANYABUNGAN SELATAN;57275776
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;8600000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN PANYABUNGAN SELATAN;57275833
Belanja Suku Cadang Suku Cadang Alat Angkutan;5016150;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN NATAL;57278738
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;1736500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KELURAHAN PASAR I NATAL;57279705
Belanja Natura dan Pakan Natura;3940950;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN BATANG NATAL;57280274
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;1851600;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN BATANG NATAL;57280303
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;2143150;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN BATANG NATAL;57280225
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;4686400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN BATAHAN;57281511
Belanja Bahan Bahan Bakar dan Pelumas;12714500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN BATAHAN;57281463
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;4539450;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;56944528
Belanja Sewa Alat Musik;8250000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;February 2025;Mandailing Natal;KECAMATAN BATAHAN;57281309
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;3000000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN BATAHAN;57281531
Belanja Jasa Tenaga Ahli;11576260;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;February 2025;Mandailing Natal;KECAMATAN SINUNUKAN;57281983
Belanja Bahan Bahan Bangunan dan Konstruksi;33423000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN SINUNUKAN;57281984
Belanja Makanan dan Minuman Rapat;10210000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN SINUNUKAN;57282027
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;19999400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN KOTANOPAN;57215989
Belanja Makanan dan Minuman Rapat;5824000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN KOTANOPAN;57215605
Belanja Modal Kursi Tamu di Ruangan Pejabat;2258400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN KOTANOPAN;57216546
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;652050;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN KOTANOPAN;57216452
Belanja Sewa Hotel;1200000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN KESATUAN BANGSA DAN POLITIK;55695391
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;1918400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN PANYABUNGAN BARAT;57092243
Belanja Natura dan Pakan Natura;464000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN KESATUAN BANGSA DAN POLITIK;55695398
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;723500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN KESATUAN BANGSA DAN POLITIK;55695449
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;4768800;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN KESATUAN BANGSA DAN POLITIK;55695737
Belanja Sewa Alat Kantor Lainnya;3000000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN KESATUAN BANGSA DAN POLITIK;55919188
Belanja Alat Bahan untuk Kegiatan Kantor Alat Listrik;3495800;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KOMUNIKASI DAN INFORMATIKA;56289675
Belanja Sewa Hotel;16200000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57108634
Belanja Alat Bahan untuk Kegiatan Kantor Perlengkapan Dinas;7268200;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57109137
Belanja Makanan dan Minuman Rapat;17820000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57107990
Belanja Makanan dan Minuman Rapat;157300000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57108585
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;128401950;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57109104
Belanja Sewa Bangunan Terbuka;3200000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN PANYABUNGAN BARAT;57092088
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;1992500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57108077
Belanja Alat Bahan untuk Kegiatan Kantor Perlengkapan Dinas;147837500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57108625
Belanja Alat Bahan untuk Kegiatan Kantor Perlengkapan Dinas;17232750;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57108878
Belanja Langganan Jurnal Surat Kabar Majalah;40005000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57292755
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;200000;Barang;2025;Usaha Kecil Koperasi;Dikecualikan;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57107663
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;685500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57109157
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;3279800;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57107687
Belanja Peralatan dan Mesin Komputer Komputer Unit Personal Computer;76326250;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57109067
Belanja Pakaian Batik Tradisional;26640000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57108881
Belanja Barang untuk Dijual Diserahkan kepada Pihak Ketiga Pihak Lain;3861900;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57107578
Belanja Pemeliharaan Alat Kantor dan Rumah Tangga Alat Kantor Alat Kantor Lainnya;4910000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN PANYABUNGAN BARAT;57091715
Belanja Pemeliharaan Alat Bengkel dan Alat Ukur Alat Bengkel Bermesin Perkakas Bengkel Listrik;15000000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57108007
Belanja Modal Personal Computer;128547000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57292815
Belanja Natura dan Pakan Natura;413100;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57107989
Belanja Natura dan Pakan Natura;807500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57108594
Belanja Bahan Bahan Bakar dan Pelumas;61199000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57292697
Belanja Sewa Kendaraan Bermotor Penumpang;11110000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;56943704
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;771500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;56943617
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;13824600;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;56944010
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;4361100;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;56944778
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;7883500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;56944711
Belanja Kawat Faksimili Internet TV Berlangganan;4200000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN PANYABUNGAN BARAT;57092019
Belanja Makanan dan Minuman Rapat;13000000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;56943756
